Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Team
Antoine Semenyo,24.0,GHA,RW,23-217,16,0,0,0,0,2,0,0,0,14,0,0,0,0.1,0.1,0.0,1,1,10,11,90.9,1,13,1,1,1,Bournemouth
Ryan Christie,10.0,SCO,AM,28-171,66,0,0,0,0,1,1,0,0,37,3,0,2,0.0,0.0,0.0,1,0,22,26,84.6,5,23,0,3,1,Bournemouth
Kieffer Moore,21.0,WAL,AM,31-004,24,0,0,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,6,8,75.0,0,8,1,0,0,Bournemouth
Joe Rothwell,8.0,ENG,DM,28-213,90,0,0,0,0,1,0,0,0,87,3,0,3,0.0,0.0,0.0,5,0,61,75,81.3,5,51,0,5,2,Bournemouth
Philip Billing,29.0,DEN,DM,27-062,90,0,0,0,0,2,0,0,0,60,1,2,4,0.1,0.1,0.0,1,0,38,44,86.4,4,28,1,2,1,Bournemouth
Milos Kerkez,3.0,HUN,LB,19-278,90,0,0,0,0,0,0,0,0,69,2,0,1,0.0,0.0,0.0,1,0,43,56,76.8,3,35,1,3,1,Bournemouth
Marcos Senesi,25.0,ARG,CB,26-094,59,0,0,0,0,0,0,0,0,62,2,1,1,0.0,0.0,0.0,0,0,44,52,84.6,3,40,0,0,0,Bournemouth
Chris Mepham,6.0,WAL,CB,25-280,31,0,0,0,0,0,0,1,0,25,0,1,1,0.0,0.0,0.0,2,0,18,23,78.3,1,18,1,0,0,Bournemouth
Illia Zabarnyi,27.0,UKR,CB,20-345,90,0,0,0,0,0,0,0,0,102,1,1,1,0.0,0.0,0.0,2,0,77,96,80.2,4,69,0,1,0,Bournemouth
Max Aarons,37.0,ENG,RB,23-220,74,0,0,0,0,0,0,0,0,50,2,0,0,0.0,0.0,0.1,4,0,39,44,88.6,3,27,3,3,2,Bournemouth
James Hill,23.0,ENG,RB,21-214,16,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,10,11,90.9,3,9,0,0,0,Bournemouth
Neto,1.0,BRA,GK,34-024,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,1,0,32,44,72.7,0,27,0,0,0,Bournemouth
Michail Antonio,9.0,JAM,FW,33-137,77,0,0,0,0,0,0,1,0,29,1,0,1,0.0,0.0,0.0,3,0,7,14,50.0,1,17,1,5,3,West Ham
Danny Ings,18.0,ENG,FW,31-020,13,0,0,0,0,1,0,0,0,9,0,0,0,0.1,0.1,0.0,0,0,1,4,25.0,0,5,0,2,1,West Ham
Saïd Benrahma,22.0,ALG,LW,28-002,90,0,0,0,0,2,1,0,0,42,1,0,2,0.1,0.1,0.1,4,0,21,30,70.0,4,26,3,4,1,West Ham
Jarrod Bowen,20.0,ENG,RW,26-235,90,1,0,0,0,6,1,1,0,42,2,0,1,0.2,0.2,0.5,5,0,18,27,66.7,2,19,3,7,4,West Ham
Pablo Fornals,8.0,ESP,AM,27-171,85,0,0,0,0,2,0,0,0,44,4,0,1,0.1,0.1,0.1,5,1,24,31,77.4,6,16,1,2,1,West Ham
Thilo Kehrer,24.0,GER,DM,26-325,5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,West Ham
Lucas Paquetá,10.0,BRA,"DM,AM",25-350,89,0,0,0,0,3,0,1,0,57,8,0,0,0.2,0.2,0.1,2,0,31,40,77.5,6,27,0,2,0,West Ham
Maxwel Cornet,17.0,CIV,AM,26-319,1,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,West Ham
Tomáš Souček,28.0,CZE,DM,28-166,90,0,1,0,0,2,0,0,0,44,5,0,0,0.4,0.4,0.0,2,1,17,28,60.7,2,12,1,0,0,West Ham
Emerson Palmieri,33.0,ITA,LB,29-009,90,0,0,0,0,0,0,1,0,50,4,1,1,0.0,0.0,0.1,2,0,26,38,68.4,3,17,0,0,0,West Ham
Nayef Aguerd,27.0,MAR,CB,27-135,90,0,0,0,0,0,0,0,0,41,2,2,0,0.0,0.0,0.0,1,0,22,29,75.9,3,12,0,0,0,West Ham
Kurt Zouma,4.0,FRA,CB,28-289,90,0,0,0,0,0,0,0,0,36,0,0,2,0.0,0.0,0.0,0,0,19,25,76.0,0,13,0,0,0,West Ham
Vladimír Coufal,5.0,CZE,RB,30-355,90,0,0,0,0,0,0,0,0,64,2,3,1,0.0,0.0,0.1,2,0,35,52,67.3,3,20,1,1,0,West Ham
Alphonse Areola,23.0,FRA,GK,30-166,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,9,24,37.5,0,9,0,0,0,West Ham
Alexander Isak,14.0,SWE,FW,23-325,67,2,0,0,0,3,3,0,0,24,0,0,0,0.8,0.8,0.0,1,0,12,16,75.0,1,16,2,3,1,Newcastle Utd
Callum Wilson,9.0,ENG,FW,31-166,23,1,0,0,0,4,4,0,0,10,0,0,1,0.9,0.9,0.0,1,0,3,4,75.0,0,8,0,0,0,Newcastle Utd
Anthony Gordon,10.0,ENG,LW,22-169,67,0,1,0,0,1,0,1,0,34,2,0,0,0.1,0.1,0.6,3,1,19,22,86.4,3,27,1,5,2,Newcastle Utd
Harvey Barnes,15.0,ENG,LW,25-246,23,1,1,0,0,1,1,0,0,15,0,0,0,0.5,0.5,0.9,2,1,8,12,66.7,1,16,3,1,0,Newcastle Utd
Miguel Almirón,24.0,PAR,RW,29-183,85,0,0,0,0,1,1,0,0,39,2,1,1,0.1,0.1,0.3,4,0,31,32,96.9,2,34,4,2,0,Newcastle Utd
Jacob Murphy,23.0,ENG,RW,28-169,5,0,1,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.6,3,2,5,5,100.0,3,5,1,2,2,Newcastle Utd
Joelinton,7.0,BRA,LM,26-363,90,0,0,0,0,1,0,0,0,48,4,0,0,0.1,0.1,0.0,4,1,36,40,90.0,4,31,1,0,0,Newcastle Utd
Bruno Guimarães,39.0,BRA,CM,25-269,84,0,0,0,0,2,1,1,0,57,1,0,1,0.1,0.1,0.0,2,2,38,47,80.9,4,48,2,2,1,Newcastle Utd
Sean Longstaff,36.0,ENG,CM,25-286,6,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,0,Newcastle Utd
Sandro Tonali,8.0,ITA,RM,23-096,89,1,0,0,0,2,2,1,0,65,1,1,2,0.6,0.6,0.1,3,2,49,56,87.5,6,49,2,0,0,Newcastle Utd
Elliot Anderson,32.0,SCO,RM,20-279,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0,Newcastle Utd
Dan Burn,33.0,ENG,LB,31-095,90,0,0,0,0,1,0,0,0,89,4,1,3,0.2,0.2,0.0,1,0,58,75,77.3,2,54,0,0,0,Newcastle Utd
Sven Botman,4.0,NED,CB,23-212,90,0,1,0,0,1,0,1,0,76,2,1,1,0.1,0.1,0.4,1,1,63,68,92.6,1,55,0,0,0,Newcastle Utd
Fabian Schär,5.0,SUI,CB,31-235,90,0,0,0,0,0,0,0,0,57,0,2,1,0.0,0.0,0.0,0,0,43,49,87.8,0,43,0,0,0,Newcastle Utd
Kieran Trippier,2.0,ENG,RB,32-327,90,0,0,0,0,0,0,0,0,91,0,1,1,0.0,0.0,0.4,6,0,68,83,81.9,5,58,0,1,1,Newcastle Utd
Nick Pope,22.0,ENG,GK,31-115,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,17,23,73.9,0,14,0,0,0,Newcastle Utd
Ollie Watkins,11.0,ENG,FW,27-225,90,0,1,0,0,2,1,0,0,27,1,0,1,0.3,0.3,0.2,3,1,15,18,83.3,2,15,1,3,2,Aston Villa
John McGinn,7.0,SCO,"LW,AM",28-298,63,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,1,0,13,18,72.2,1,16,0,2,0,Aston Villa
Diego Carlos,3.0,BRA,CB,30-150,27,0,0,0,0,2,1,0,0,21,2,0,0,0.3,0.3,0.0,0,0,15,15,100.0,0,10,0,0,0,Aston Villa
Leon Bailey,31.0,JAM,RW,26-003,45,0,0,0,0,0,0,0,0,24,0,1,1,0.0,0.0,0.0,1,0,5,17,29.4,0,14,2,1,0,Aston Villa
Youri Tielemans,8.0,BEL,"CM,LW",26-097,45,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.1,1,0,21,24,87.5,4,18,1,1,0,Aston Villa
Moussa Diaby,19.0,FRA,"AM,FW,RW",24-036,86,1,0,0,0,3,2,0,0,30,1,0,0,0.3,0.3,0.3,4,0,21,24,87.5,5,21,5,2,2,Aston Villa
Philippe Coutinho,23.0,BRA,FW,31-061,4,0,0,0,0,1,0,0,0,11,0,0,0,0.1,0.1,0.0,1,0,7,9,77.8,1,6,3,1,1,Aston Villa
Douglas Luiz,6.0,BRA,"DM,CM",25-095,90,0,0,0,0,4,1,1,0,87,1,1,1,0.2,0.2,0.1,6,1,69,77,89.6,8,51,0,1,1,Aston Villa
Boubacar Kamara,44.0,FRA,DM,23-262,90,0,0,0,0,1,0,0,0,69,0,1,0,0.0,0.0,0.0,2,0,51,60,85.0,6,43,2,3,2,Aston Villa
Lucas Digne,12.0,FRA,"LB,LW",30-023,90,0,0,0,0,0,0,1,0,58,2,1,1,0.0,0.0,0.2,5,0,37,50,74.0,2,25,0,1,0,Aston Villa
Tyrone Mings,5.0,ENG,CB,30-152,30,0,0,0,0,1,0,0,0,8,0,1,0,0.0,0.0,0.0,2,0,5,5,100.0,0,4,0,0,0,Aston Villa
Pau Torres,14.0,ESP,CB,26-208,60,0,0,0,0,0,0,0,0,51,1,0,2,0.0,0.0,0.0,1,0,40,44,90.9,4,35,3,1,1,Aston Villa
Ezri Konsa,4.0,ENG,CB,25-293,90,0,0,0,0,0,0,0,0,57,5,0,0,0.0,0.0,0.0,1,0,44,48,91.7,3,34,0,2,1,Aston Villa
Matty Cash,2.0,POL,"RB,RW",26-005,86,0,0,0,0,2,1,1,0,62,0,1,2,0.7,0.7,0.0,2,0,43,51,84.3,2,25,2,2,1,Aston Villa
Jaden Philogene Bidace,33.0,ENG,RW,21-185,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,2,0,0,Aston Villa
Emiliano Martínez,1.0,ARG,GK,30-344,90,0,0,0,0,0,0,1,0,32,0,0,0,0.0,0.0,0.0,0,0,23,27,85.2,0,16,0,0,0,Aston Villa
Yoane Wissa,11.0,COD,FW,26-344,71,1,0,0,0,3,2,0,0,31,1,1,4,0.3,0.3,0.1,2,0,12,18,66.7,3,12,2,1,1,Brentford
Kevin Schade,9.0,GER,FW,21-259,19,0,0,0,0,1,0,0,0,5,0,0,0,0.3,0.3,0.0,0,0,0,1,0.0,0,3,0,0,0,Brentford
Bryan Mbeumo,19.0,CMR,FW,24-006,90,1,0,1,1,2,1,0,0,41,0,1,0,1.4,0.6,0.0,1,1,22,33,66.7,6,25,1,1,0,Brentford
Vitaly Janelt,27.0,GER,CM,25-095,90,0,0,0,0,1,1,0,0,31,1,0,1,0.0,0.0,0.0,4,0,20,25,80.0,3,13,0,0,0,Brentford
Christian Nørgaard,6.0,DEN,CM,29-156,71,0,0,0,0,0,0,0,0,38,1,2,2,0.0,0.0,0.0,2,0,19,22,86.4,2,16,0,1,0,Brentford
Shandon Baptiste,26.0,GRN,CM,25-127,19,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,Brentford
Mathias Jensen,8.0,DEN,CM,27-224,48,0,0,0,0,0,0,0,0,34,2,0,0,0.0,0.0,0.0,2,1,13,26,50.0,2,15,1,2,0,Brentford
Mikkel Damsgaard,24.0,DEN,CM,23-041,42,0,0,0,0,1,1,0,0,21,1,0,2,0.1,0.1,0.0,0,0,12,14,85.7,4,12,0,0,0,Brentford
Rico Henry,3.0,ENG,LB,26-036,90,0,1,0,0,0,0,0,0,44,2,1,1,0.0,0.0,0.7,3,2,25,34,73.5,6,23,5,4,3,Brentford
Kristoffer Ajer,20.0,NOR,CB,25-118,83,0,0,0,0,0,0,0,0,35,0,1,2,0.0,0.0,0.0,1,0,19,25,76.0,1,9,0,0,0,Brentford
Mathias Jørgensen,13.0,DEN,CB,33-112,7,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.3,1,0,6,7,85.7,1,4,0,0,0,Brentford
Ethan Pinnock,5.0,JAM,CB,30-076,90,0,0,0,0,0,0,0,0,33,3,2,0,0.0,0.0,0.0,0,0,14,19,73.7,0,9,0,0,0,Brentford
Nathan Collins,22.0,IRL,CB,22-105,90,0,0,0,0,0,0,0,0,60,2,0,0,0.0,0.0,0.0,1,0,40,49,81.6,0,24,0,1,0,Brentford
Aaron Hickey,2.0,SCO,RB,21-064,71,0,0,0,0,1,0,1,0,31,3,0,1,0.0,0.0,0.1,1,0,22,25,88.0,1,17,1,2,1,Brentford
Mads Roerslev,30.0,DEN,RB,24-050,19,0,0,0,0,1,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,7,11,63.6,0,6,0,0,0,Brentford
Mark Flekken,1.0,NED,GK,30-061,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,23,32,71.9,0,22,0,0,0,Brentford
Richarlison,9.0,BRA,FW,26-095,90,0,0,0,0,2,1,0,0,30,0,0,0,0.2,0.2,0.0,1,0,13,18,72.2,1,21,1,5,3,Tottenham
Son Heung-min,7.0,KOR,LW,31-036,74,0,0,0,0,2,1,0,0,42,1,0,0,0.1,0.1,0.0,2,0,31,37,83.8,5,33,3,2,1,Tottenham
Ivan Perišić,14.0,CRO,LW,34-192,16,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.1,2,0,11,16,68.8,3,13,2,3,3,Tottenham
Dejan Kulusevski,21.0,SWE,RW,23-110,90,0,0,0,0,3,0,0,0,67,4,1,0,0.0,0.0,0.1,5,0,49,60,81.7,3,51,4,1,1,Tottenham
James Maddison,10.0,ENG,AM,26-263,90,0,2,0,0,2,1,1,0,84,1,1,0,0.1,0.1,0.9,8,3,58,75,77.3,7,68,1,2,0,Tottenham
Yves Bissouma,8.0,MLI,DM,26-348,90,0,0,0,0,3,0,0,0,130,3,4,1,0.0,0.0,0.0,3,0,107,116,92.2,10,108,4,6,5,Tottenham
Oliver Skipp,4.0,ENG,DM,22-331,74,0,0,0,0,0,0,1,0,47,1,0,2,0.0,0.0,0.0,0,0,37,39,94.9,3,33,0,0,0,Tottenham
Pape Matar Sarr,29.0,SEN,DM,20-333,16,0,0,0,0,1,1,0,0,21,0,0,1,0.1,0.1,0.0,0,0,19,19,100.0,0,15,0,0,0,Tottenham
Destiny Udogie,38.0,ITA,LB,20-258,90,0,0,0,0,0,0,0,0,84,3,3,0,0.0,0.0,0.0,4,1,65,72,90.3,6,63,6,3,0,Tottenham
Micky van de Ven,37.0,NED,CB,22-116,90,0,0,0,0,2,0,0,0,83,2,0,0,0.0,0.0,0.0,0,0,67,71,94.4,3,62,1,3,2,Tottenham
Cristian Romero,17.0,ARG,CB,25-108,13,1,0,0,0,1,1,0,0,10,0,0,0,0.6,0.6,0.0,0,0,8,8,100.0,1,7,0,0,0,Tottenham
Davinson Sánchez,6.0,COL,CB,27-062,77,0,0,0,0,1,0,1,0,83,0,1,3,0.1,0.1,0.0,1,0,68,75,90.7,2,68,0,0,0,Tottenham
Emerson,12.0,BRA,RB,24-211,90,1,0,0,0,1,1,0,0,130,1,0,1,0.0,0.0,0.0,1,0,105,117,89.7,7,97,6,3,1,Tottenham
Guglielmo Vicario,13.0,ITA,GK,26-310,90,0,0,0,0,0,0,1,0,36,0,0,0,0.0,0.0,0.0,0,0,20,31,64.5,0,25,0,0,0,Tottenham
Nicolas Jackson,15.0,SEN,FW,22-054,90,0,0,0,0,4,2,1,0,33,0,0,1,0.5,0.5,0.0,0,0,17,21,81.0,0,24,5,3,2,Chelsea
Carney Chukwuemeka,17.0,ENG,AM,19-297,80,0,0,0,0,0,0,1,0,48,1,0,0,0.0,0.0,0.0,2,0,38,42,90.5,4,32,1,3,0,Chelsea
Ian Maatsen,29.0,NED,"AM,RW",21-156,10,0,0,0,0,0,0,0,0,13,1,0,1,0.0,0.0,0.0,0,0,4,9,44.4,0,9,0,0,0,Chelsea
Raheem Sterling,7.0,ENG,AM,28-248,80,0,0,0,0,0,0,0,0,39,2,0,0,0.0,0.0,0.1,5,1,24,32,75.0,5,31,5,3,0,Chelsea
Mykhailo Mudryk,10.0,UKR,"AM,LW",22-220,10,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,5,8,62.5,0,7,1,2,2,Chelsea
Conor Gallagher,23.0,ENG,"CM,LM",23-188,90,0,0,0,0,0,0,0,0,77,2,3,1,0.0,0.0,0.0,0,0,61,68,89.7,3,57,0,1,1,Chelsea
Enzo Fernández,8.0,ARG,"CM,RM",22-208,90,0,0,0,0,1,0,1,0,112,1,0,5,0.1,0.1,0.2,4,0,86,102,84.3,17,84,1,3,2,Chelsea
Ben Chilwell,21.0,ENG,WB,26-235,89,0,1,0,0,1,1,0,0,76,1,0,0,0.2,0.2,0.4,2,1,50,61,82.0,4,56,2,2,1,Chelsea
Lesley Ugochukwu,16.0,FRA,CM,19-140,1,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,3,3,100.0,0,3,0,0,0,Chelsea
Reece James,24.0,ENG,WB,23-248,75,0,0,0,0,1,0,0,0,73,0,0,0,0.0,0.0,0.3,2,0,55,68,80.9,7,51,5,1,1,Chelsea
Malo Gusto,27.0,FRA,"WB,RB",20-086,15,0,0,0,0,0,0,0,0,27,1,0,0,0.0,0.0,0.0,0,0,16,21,76.2,1,16,1,0,0,Chelsea
Levi Colwill,26.0,ENG,"CB,LB",20-168,90,0,0,0,0,1,0,0,0,78,2,1,2,0.1,0.1,0.3,3,0,57,69,82.6,5,59,1,1,1,Chelsea
Thiago Silva,6.0,BRA,CB,38-325,90,0,0,0,0,0,0,0,0,128,1,1,2,0.0,0.0,0.1,1,0,111,118,94.1,6,98,0,0,0,Chelsea
Axel Disasi,2.0,FRA,CB,25-155,90,1,0,0,0,2,1,0,0,108,1,2,1,0.5,0.5,0.0,0,0,89,98,90.8,5,78,0,0,0,Chelsea
Robert Sánchez,31.0,ESP,GK,25-268,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,29,35,82.9,0,26,0,0,0,Chelsea
Diogo Jota,20.0,POR,FW,26-252,65,0,0,0,0,2,0,1,0,28,1,0,1,0.1,0.1,0.0,3,0,14,18,77.8,2,10,1,2,1,Liverpool
Darwin Núñez,9.0,URU,FW,24-050,25,0,0,0,0,2,0,0,0,13,0,0,0,0.0,0.0,0.0,1,0,5,6,83.3,1,9,1,3,2,Liverpool
Luis Díaz,7.0,COL,LW,26-212,76,1,0,0,0,4,1,0,0,28,1,0,1,0.8,0.8,0.2,4,0,18,20,90.0,3,21,4,3,2,Liverpool
Ben Doak,50.0,SCO,RW,17-275,14,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,0,0,0,Liverpool
Mohamed Salah,11.0,EGY,RW,31-059,76,0,1,0,0,3,0,0,0,29,1,0,1,0.3,0.3,0.5,3,1,18,23,78.3,3,21,2,0,0,Liverpool
Harvey Elliott,19.0,ENG,RM,20-131,14,0,0,0,0,0,0,0,0,13,0,1,0,0.0,0.0,0.0,1,0,8,10,80.0,3,7,0,1,1,Liverpool
Cody Gakpo,18.0,NED,LM,24-098,65,0,0,0,0,0,0,0,0,28,3,0,4,0.0,0.0,0.1,2,0,10,15,66.7,2,14,3,2,1,Liverpool
Curtis Jones,17.0,ENG,LM,22-195,25,0,0,0,0,0,0,0,0,21,1,1,1,0.0,0.0,0.0,0,0,16,18,88.9,2,14,0,1,1,Liverpool
Alexis Mac Allister,10.0,ARG,CM,24-232,90,0,0,0,0,0,0,1,0,61,3,1,2,0.0,0.0,0.0,2,1,46,52,88.5,5,42,1,3,2,Liverpool
Dominik Szoboszlai,8.0,HUN,"RM,LW",22-292,90,0,0,0,0,1,0,0,0,56,1,1,5,0.0,0.0,0.3,2,0,33,42,78.6,2,27,1,1,0,Liverpool
Andrew Robertson,26.0,SCO,LB,29-155,90,0,0,0,0,0,0,0,0,74,2,2,2,0.0,0.0,0.0,2,0,41,60,68.3,6,35,1,0,0,Liverpool
Virgil van Dijk,4.0,NED,CB,32-036,90,0,0,0,0,1,0,0,0,49,1,3,1,0.0,0.0,0.0,2,0,26,33,78.8,1,17,0,0,0,Liverpool
Ibrahima Konaté,5.0,FRA,CB,24-080,90,0,0,0,0,0,0,0,0,52,3,1,1,0.0,0.0,0.0,0,0,32,38,84.2,0,24,0,0,0,Liverpool
Trent Alexander-Arnold,66.0,ENG,RB,24-310,90,0,0,0,0,0,0,1,0,57,2,0,0,0.0,0.0,0.0,1,0,26,47,55.3,4,21,0,1,0,Liverpool
Alisson,1.0,BRA,GK,30-315,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,1,0,19,25,76.0,0,20,0,0,0,Liverpool
Marcus Rashford,10.0,ENG,FW,25-287,87,0,0,0,0,4,1,0,0,31,0,0,1,0.4,0.4,0.0,1,0,13,15,86.7,2,24,2,8,4,Manchester Utd
Scott McTominay,39.0,SCO,FW,26-249,3,0,0,0,0,0,0,0,0,5,1,0,1,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,1,0,Manchester Utd
Alejandro Garnacho,49.0,ARG,LM,19-044,67,0,0,0,0,4,0,0,0,43,1,0,2,0.1,0.1,0.0,2,0,24,29,82.8,3,30,2,2,1,Manchester Utd
Jadon Sancho,25.0,ENG,LM,23-142,23,0,0,0,0,0,0,0,0,20,0,1,1,0.0,0.0,0.1,2,0,11,16,68.8,2,13,5,2,0,Manchester Utd
Mason Mount,7.0,ENG,CM,24-216,67,0,0,0,0,0,0,0,0,29,0,1,0,0.0,0.0,0.0,1,0,17,23,73.9,1,17,1,0,0,Manchester Utd
Christian Eriksen,14.0,DEN,CM,31-181,23,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,8,14,57.1,1,11,1,0,0,Manchester Utd
Bruno Fernandes,8.0,POR,CM,28-340,90,0,0,0,0,1,0,0,0,63,6,1,1,0.0,0.0,0.7,7,1,36,52,69.2,11,34,0,1,0,Manchester Utd
Antony,21.0,BRA,RM,23-171,76,0,0,0,0,3,0,0,0,38,0,0,3,0.2,0.2,0.3,4,0,24,32,75.0,2,24,7,2,2,Manchester Utd
Facundo Pellistri,28.0,URU,RM,21-237,14,0,0,0,0,1,0,0,0,7,1,0,0,0.4,0.4,0.0,0,0,2,3,66.7,0,3,0,1,0,Manchester Utd
Casemiro,18.0,BRA,DM,31-172,90,0,0,0,0,0,0,0,0,81,2,1,4,0.0,0.0,0.1,3,0,51,63,81.0,10,44,0,0,0,Manchester Utd
Luke Shaw,23.0,ENG,LB,28-033,90,0,0,0,0,0,0,1,0,87,2,2,4,0.0,0.0,0.0,0,0,55,67,82.1,9,41,0,0,0,Manchester Utd
Lisandro Martínez,6.0,ARG,CB,25-208,45,0,0,0,0,0,0,1,0,41,1,0,0,0.0,0.0,0.0,2,0,36,39,92.3,5,31,2,1,1,Manchester Utd
Victor Lindelöf,2.0,SWE,CB,29-028,45,0,0,0,0,0,0,0,0,18,1,0,0,0.0,0.0,0.0,0,0,11,15,73.3,0,10,0,0,0,Manchester Utd
Raphaël Varane,19.0,FRA,CB,30-111,90,1,0,0,0,2,1,0,0,49,1,0,1,1.0,1.0,0.0,2,0,34,38,89.5,1,25,1,0,0,Manchester Utd
Aaron Wan-Bissaka,29.0,ENG,RB,25-261,90,0,1,0,0,0,0,0,0,68,2,2,3,0.0,0.0,1.0,3,1,47,51,92.2,3,42,1,4,3,Manchester Utd
André Onana,24.0,CMR,GK,27-134,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,31,43,72.1,0,30,0,0,0,Manchester Utd
Matheus Cunha,12.0,BRA,FW,24-079,76,0,0,0,0,5,1,0,0,31,2,2,1,0.6,0.6,0.1,5,0,15,17,88.2,2,19,4,3,3,Wolves
Fábio Silva,29.0,POR,FW,21-026,14,0,0,0,0,3,2,0,0,12,1,1,0,0.3,0.3,0.1,1,0,5,5,100.0,0,3,0,0,0,Wolves
Pablo Sarabia,21.0,ESP,FW,31-095,62,0,0,0,0,1,0,0,0,26,0,0,2,0.1,0.1,0.7,4,0,12,17,70.6,2,17,1,0,0,Wolves
Hwang Hee-chan,11.0,KOR,"LW,LM",27-200,28,0,0,0,0,4,0,0,0,22,0,0,0,0.3,0.3,0.0,4,0,13,15,86.7,2,17,2,2,2,Wolves
Matheus Nunes,27.0,POR,"LM,AM,CM",24-352,90,0,0,0,0,0,0,0,0,65,3,5,0,0.0,0.0,0.0,3,0,35,45,77.8,3,45,4,12,6,Wolves
Mario Lemina,5.0,GAB,"CM,DM",29-347,90,0,0,0,0,3,0,1,0,64,1,3,0,0.1,0.1,0.0,3,0,42,52,80.8,3,34,1,1,1,Wolves
João Gomes,8.0,BRA,"CM,DM",22-183,87,0,0,0,0,1,0,0,0,48,4,0,0,0.0,0.0,0.1,6,0,31,38,81.6,3,28,0,3,2,Wolves
Sasa Kalajdzic,18.0,AUT,FW,26-038,3,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.1,0,0,3,4,75.0,0,3,0,0,0,Wolves
Pedro Neto,7.0,POR,"RM,RW",23-158,90,0,0,0,0,3,2,1,0,59,0,0,0,0.9,0.9,0.4,6,0,29,49,59.2,2,33,7,7,4,Wolves
Rayan Aït-Nouri,3.0,ALG,LB,22-069,76,0,0,0,0,0,0,1,0,48,2,1,3,0.0,0.0,0.0,1,0,32,39,82.1,4,23,3,3,2,Wolves
Hugo Bueno,17.0,ESP,LB,20-330,14,0,0,0,0,1,0,0,0,22,1,0,1,0.0,0.0,0.1,3,0,15,20,75.0,0,16,3,1,1,Wolves
Max Kilman,23.0,ENG,CB,26-083,90,0,0,0,0,1,1,0,0,66,2,2,4,0.0,0.0,0.0,2,0,38,50,76.0,2,34,2,0,0,Wolves
Craig Dawson,15.0,ENG,CB,33-100,90,0,0,0,0,1,0,0,0,67,2,1,3,0.1,0.1,0.1,0,0,44,51,86.3,2,37,0,0,0,Wolves
Nélson Semedo,22.0,POR,RB,29-271,90,0,0,0,0,0,0,0,0,63,4,3,2,0.0,0.0,0.0,4,0,44,51,86.3,4,41,4,3,1,Wolves
José Sá,1.0,POR,GK,30-209,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,28,34,82.4,0,21,0,0,0,Wolves
Taiwo Awoniyi,9.0,NGA,FW,26-006,83,1,0,0,0,1,1,0,0,21,0,0,1,0.3,0.3,0.1,3,0,10,12,83.3,3,13,0,3,2,Nott'ham Forest
Chris Wood,11.0,NZL,FW,31-254,7,1,0,0,0,1,1,0,0,7,0,0,0,0.1,0.1,0.0,0,0,3,5,60.0,0,5,0,0,0,Nott'ham Forest
Morgan Gibbs-White,10.0,ENG,"LW,AM",23-203,90,0,0,0,0,2,1,0,0,62,2,0,0,0.1,0.1,0.3,10,0,34,51,66.7,10,41,4,7,3,Nott'ham Forest
